Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.20.10.2-172.20.10.1-39378-53-6,172.20.10.2,39378,172.20.10.1,53,6,02/02/2026 12:23:29 PM,10447,4,6,35.0,63.0,33.0,0.0,8.75,16.194134740701646,63.0,0.0,10.5,25.71964229922337,9380.6834497942,957.2125969177755,1160.7777777777778,1792.283792942525,4570.0,0.0,2340.0,780.0,1258.363619944569,2233.0,45.0,8348.0,1669.6,2330.1431930248405,4811.0,0.0,0,0,0,0,92,132,382.8850387671102,574.3275581506653,0.0,63.0,8.90909090909091,20.46682459715989,418.890909090909,1,2,0,3,9,0,0,0,1.0,9.8,8.75,10.5,0,0,0,0,0,0,0,0,0,0,64240,8192,2,20,0,0,0,0,0,0,0,0,NeedManualLabel
172.20.10.2-172.20.10.1-39379-53-6,172.20.10.2,39379,172.20.10.1,53,6,02/02/2026 12:23:29 PM,12777,4,6,35.0,51.0,33.0,0.0,8.75,16.194134740701646,51.0,0.0,8.5,20.820662813657012,6730.844486186115,782.6563356030367,1419.6666666666667,1962.372161441351,5377.0,0.0,3030.0,1010.0,1606.8693164037952,2865.0,47.0,10010.0,2002.0,2401.329527574256,5377.0,0.0,0,0,0,0,92,132,313.0625342412147,469.59380136182205,0.0,51.0,7.818181818181818,17.382854666700645,302.16363636363633,1,2,0,3,9,0,0,0,1.0,8.6,8.75,8.5,0,0,0,0,0,0,0,0,0,0,64240,8192,2,20,0,0,0,0,0,0,0,0,NeedManualLabel
172.20.10.2-172.20.10.1-39380-53-6,172.20.10.2,39380,172.20.10.1,53,6,02/02/2026 12:23:29 PM,8887,4,6,37.0,62.0,35.0,0.0,9.25,17.192537140670463,62.0,0.0,10.333333333333334,25.311394008759507,11139.867221784629,1125.2391133115786,987.4444444444445,1720.4855500055146,4013.0,0.0,4239.0,1413.0,2308.9935036721085,4079.0,52.0,4874.0,974.8,1832.6971108178243,4213.0,0.0,0,0,0,0,92,132,450.09564532463145,675.1434679869471,0.0,62.0,8.999999999999998,20.449938875214272,418.2,1,2,0,3,9,0,0,0,1.0,9.9,9.25,10.333333333333334,0,0,0,0,0,0,0,0,0,0,64240,8192,2,20,0,0,0,0,0,0,0,0,NeedManualLabel
172.20.10.2-172.20.10.1-39382-53-6,172.20.10.2,39382,172.20.10.1,53,6,02/02/2026 12:23:29 PM,15350,4,6,37.0,53.0,35.0,0.0,9.25,17.192537140670463,53.0,0.0,8.833333333333332,21.63715939458474,5863.192182410423,651.4657980456026,1705.5555555555557,1947.3382545869574,4907.0,0.0,5090.0,1696.6666666666665,2898.875874081768,5044.0,22.0,10443.0,2088.6,1703.9569536816357,4114.0,0.0,0,0,0,0,92,132,260.58631921824104,390.87947882736154,0.0,53.0,8.181818181818182,18.170405509058853,330.16363636363633,1,2,0,3,9,0,0,0,1.0,9.0,9.25,8.833333333333334,0,0,0,0,0,0,0,0,0,0,64240,8192,2,20,0,0,0,0,0,0,0,0,NeedManualLabel
172.20.10.2-172.20.10.1-39381-53-6,172.20.10.2,39381,172.20.10.1,53,6,02/02/2026 12:23:29 PM,16555,4,6,37.0,65.0,35.0,0.0,9.25,17.192537140670463,65.0,0.0,10.833333333333334,26.536138880151096,6161.2805798852305,604.0471156750226,1839.4444444444443,2017.5832145856532,5120.0,0.0,5621.0,1873.6666666666665,2890.456768978449,5206.0,45.0,11435.0,2287.0,1809.71365138245,4775.0,0.0,0,0,0,0,92,132,241.61884627000904,362.42826940501357,0.0,65.0,9.272727272727272,21.232479408165734,450.81818181818187,1,2,0,3,9,0,0,0,1.0,10.2,9.25,10.833333333333334,0,0,0,0,0,0,0,0,0,0,64240,8192,2,20,0,0,0,0,0,0,0,0,NeedManualLabel
172.20.10.2-172.20.10.1-39374-53-6,172.20.10.2,39374,172.20.10.1,53,6,02/02/2026 12:23:29 PM,65341,5,7,35.0,92.0,33.0,0.0,7.0,14.560219778561036,92.0,0.0,13.142857142857142,34.77273151684891,1943.6494697050857,183.65191839733095,5940.09090909091,9872.763325984732,28716.0,0.0,34267.0,8566.75,9999.575903507108,19652.0,62.0,45766.0,7627.666666666667,11735.163921593368,28716.0,0.0,0,0,0,0,112,152,76.52163266555456,107.13028573177638,0.0,92.0,9.76923076923077,26.325380168682102,693.025641025641,2,2,0,3,11,0,0,0,1.0,10.583333333333334,7.0,13.142857142857142,0,0,0,0,0,0,0,0,0,0,64240,8192,2,20,0,0,0,0,0,0,0,0,NeedManualLabel
172.20.10.2-172.20.10.1-39377-53-6,172.20.10.2,39377,172.20.10.1,53,6,02/02/2026 12:23:29 PM,50749,5,7,35.0,92.0,33.0,0.0,7.0,14.560219778561036,92.0,0.0,13.142857142857142,34.77273151684891,2502.5123647756604,236.45786123864508,4613.545454545454,8284.22778976576,26071.0,0.0,21611.0,5402.75,8985.232861942606,18771.0,43.0,48284.0,8047.333333333333,11109.589761402833,26071.0,0.0,0,0,0,0,112,152,98.52410884943545,137.93375238920964,0.0,92.0,9.76923076923077,26.325380168682102,693.025641025641,2,2,0,3,11,0,0,0,1.0,10.583333333333334,7.0,13.142857142857142,0,0,0,0,0,0,0,0,0,0,64240,8192,2,20,0,0,0,0,0,0,0,0,NeedManualLabel
172.20.10.2-172.20.10.1-39391-53-6,172.20.10.2,39391,172.20.10.1,53,6,02/02/2026 12:23:31 PM,11832,4,6,43.0,90.0,41.0,0.0,10.75,20.188693205191203,90.0,0.0,15.0,36.742346141747674,11240.703177822852,845.1656524678837,1314.6666666666667,1890.3721194516174,4701.0,0.0,4050.0,1350.0,2117.4449225422604,3794.0,67.0,8305.0,1661.0,2307.250094809837,4701.0,0.0,0,0,0,0,92,132,338.06626098715344,507.0993914807302,0.0,90.0,12.090909090909092,28.59529522650377,817.6909090909091,1,2,0,3,9,0,0,0,1.0,13.3,10.75,15.0,0,0,0,0,0,0,0,0,0,0,64240,8192,2,20,0,0,0,0,0,0,0,0,NeedManualLabel
172.20.10.2-172.20.10.1-39392-53-6,172.20.10.2,39392,172.20.10.1,53,6,02/02/2026 12:23:31 PM,11823,4,6,43.0,78.0,41.0,0.0,10.75,20.188693205191203,78.0,0.0,13.0,31.843366656181317,10234.28909752178,845.809016324114,1313.6666666666667,2082.139764761242,5453.0,0.0,4277.0,1425.6666666666665,2315.395718518399,4099.0,57.0,7814.0,1562.8,2403.0090927834626,5453.0,0.0,0,0,0,0,92,132,338.3236065296456,507.4854097944684,0.0,78.0,11.000000000000002,25.37321422287685,643.8000000000001,1,2,0,3,9,0,0,0,1.0,12.1,10.75,13.0,0,0,0,0,0,0,0,0,0,0,64240,8192,2,20,0,0,0,0,0,0,0,0,NeedManualLabel
172.20.10.2-172.20.10.1-39390-53-6,172.20.10.2,39390,172.20.10.1,53,6,02/02/2026 12:23:31 PM,65631,6,6,43.0,112.0,41.0,0.0,7.166666666666666,16.59417568506091,112.0,0.0,18.666666666666668,45.72380853195266,2361.6888360683215,182.84042601819263,5966.454545454545,11599.013374969754,36936.0,0.0,65631.0,13126.2,17697.725071319193,40202.0,69.0,62537.0,12507.4,16329.377967332375,36936.0,0.0,0,0,0,0,132,132,91.42021300909632,91.42021300909632,0.0,112.0,11.923076923076923,32.12076570917309,1031.7435897435898,1,2,1,3,11,0,0,0,1.0,12.916666666666666,7.166666666666667,18.666666666666668,0,0,0,0,0,0,0,0,0,0,64240,8192,2,20,0,0,0,0,0,0,0,0,NeedManualLabel
172.20.10.2-172.20.10.1-39370-53-6,172.20.10.2,39370,172.20.10.1,53,6,02/02/2026 12:23:27 PM,4124595,4,6,37.0,108.0,35.0,0.0,9.25,17.192537140670463,108.0,0.0,18.0,44.090815370097204,35.15496673006683,2.42448046414254,458288.3333333333,1371898.7070432715,4116682.0,0.0,5222.0,1740.6666666666665,2833.326196069442,5012.0,66.0,4119665.0,823933.0,1840703.1024154872,4116682.0,0.0,0,0,0,0,92,132,0.969792185657016,1.454688278485524,0.0,108.0,13.181818181818182,33.138552116283485,1098.1636363636364,1,2,0,3,9,0,0,0,1.0,14.5,9.25,18.0,0,0,0,0,0,0,4,37,6,108,64240,8192,2,20,0,0,0,0,0,0,0,0,NeedManualLabel
172.20.10.2-172.20.10.1-39370-53-6,172.20.10.2,39370,172.20.10.1,53,6,02/02/2026 12:23:31 PM,271,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,11070.110701107013,135.5,81.31727983645297,193.0,78.0,271.0,135.5,81.31727983645297,193.0,78.0,0,0,0,0,0,0,0,0,0,60,0,11070.110701107013,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,511,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
172.20.10.2-172.20.10.1-39387-53-6,172.20.10.2,39387,172.20.10.1,53,6,02/02/2026 12:23:31 PM,195833,4,6,32.0,116.0,30.0,0.0,8.0,14.696938456699067,116.0,0.0,19.333333333333332,47.35680169380811,755.7459672271782,51.06391670453907,21759.222222222223,61422.826625729664,185484.0,0.0,4159.0,1386.3333333333335,2246.349557244672,3980.0,62.0,191938.0,38387.6,82251.06334145475,185484.0,0.0,0,0,0,0,92,132,20.425566681815628,30.638350022723444,0.0,116.0,13.454545454545455,35.16920140226001,1236.8727272727274,1,2,0,3,9,0,0,0,1.0,14.8,8.0,19.333333333333332,0,0,0,0,0,0,0,0,0,0,64240,8192,2,20,0,0,0,0,0,0,0,0,NeedManualLabel
172.20.10.2-172.20.10.1-39388-53-6,172.20.10.2,39388,172.20.10.1,53,6,02/02/2026 12:23:31 PM,208081,5,6,32.0,60.0,30.0,0.0,6.4,13.221195104830727,60.0,0.0,10.0,24.49489742783178,442.13551453520506,52.864028911818,20808.1,60932.667840001886,194123.0,0.0,204473.0,51118.25,99422.42917428978,200225.0,58.0,204067.0,40813.4,85741.07679694722,194123.0,0.0,0,0,0,0,112,132,24.029104050826362,28.834924860991634,0.0,60.0,7.666666666666666,18.58314648635514,345.33333333333337,2,2,0,3,10,0,0,0,1.0,8.363636363636363,6.4,10.0,0,0,0,0,0,0,0,0,0,0,64240,8192,2,20,0,0,0,0,0,0,0,0,NeedManualLabel
172.20.10.2-172.20.10.1-39389-53-6,172.20.10.2,39389,172.20.10.1,53,6,02/02/2026 12:23:31 PM,208362,4,6,32.0,48.0,30.0,0.0,8.0,14.696938456699067,48.0,0.0,8.0,19.595917942265423,383.94716886956354,47.99339610869544,23151.333333333332,65381.495539640266,197395.0,0.0,5201.0,1733.6666666666665,2811.505350045298,4980.0,87.0,203493.0,40698.6,87635.73959749527,197395.0,0.0,0,0,0,0,92,132,19.19735844347818,28.796037665217266,0.0,48.0,7.2727272727272725,16.205498505698053,262.6181818181818,1,2,0,3,9,0,0,0,1.0,8.0,8.0,8.0,0,0,0,0,0,0,0,0,0,0,64240,8192,2,20,0,0,0,0,0,0,0,0,NeedManualLabel
172.20.10.2-34.223.124.45-39429-80-6,172.20.10.2,39429,34.223.124.45,80,6,02/02/2026 12:23:59 PM,9087354,8,7,1400.0,2476.0,489.0,0.0,175.0,242.36748956904265,1360.0,0.0,353.7142857142857,494.10211977070566,426.52679756945753,1.6506455014297892,649096.7142857143,1365611.8337963126,4957088.0,0.0,4130266.0,590038.0,730224.7295093477,2219257.0,80777.0,8720685.0,1453447.5,1991919.0888647812,5000784.0,0.0,0,0,0,0,172,152,0.8803442674292209,0.7703012340005683,0.0,1360.0,242.24999999999997,370.3917745666967,137190.06666666668,1,2,0,6,14,0,0,0,0.0,258.4,175.0,353.7142857142857,0,0,0,3876,7,2583,4,700,3,1238,64240,236,3,20,0,0,0,0,0,0,0,0,NeedManualLabel
172.20.10.2-23.193.165.90-39141-443-6,172.20.10.2,39141,23.193.165.90,443,6,02/02/2026 12:24:13 PM,58856,1,2,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,15.5,21.920310216782973,526.7092564904173,50.971863531330705,29428.0,41617.47671351544,58856.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,40,16.990621177110235,33.98124235422047,0.0,31.0,7.75,15.500000000000002,240.25000000000003,2,0,0,1,3,0,0,0,2.0,10.333333333333334,0.0,15.5,0,0,0,0,0,0,0,0,0,0,1021,635,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
172.20.10.2-52.168.117.169-39340-443-6,172.20.10.2,39340,52.168.117.169,443,6,02/02/2026 12:23:10 PM,71096108,10,6,1280.0,6858.0,925.0,0.0,128.0,289.74279782056516,4080.0,0.0,1143.0,1525.990563535699,114.46477492129387,0.2250474807988083,4739740.533333334,1.792443201941833E7,6.9529755E7,0.0,7.1096108E7,7899567.555555556,2.3112071129599195E7,6.9529755E7,511.0,1228613.0,245722.6,224075.85020211348,409650.0,0.0,0,0,0,0,212,132,0.14065467549925517,0.0843928052995531,0.0,4080.0,478.70588235294116,1015.6777149215371,1031601.2205882353,0,2,1,6,15,0,0,0,0.0,508.625,128.0,1143.0,0,0,0,8138,8,6639,10,1280,6,6858,65535,16384,3,20,1566353.0,0.0,1566353.0,1566353.0,6.9529755E7,0.0,6.9529755E7,6.9529755E7,NeedManualLabel
172.20.10.2-52.168.117.169-39341-443-6,172.20.10.2,39341,52.168.117.169,443,6,02/02/2026 12:23:10 PM,70596422,22,15,8816.0,7820.0,1360.0,0.0,400.7272727272727,528.4130943385093,4080.0,0.0,521.3333333333333,1063.033104353943,235.64933644937415,0.5241058817400123,1961011.7222222222,9827408.245433342,5.8812891E7,0.0,7.0596422E7,3361734.3809523815,1.2809086040791897E7,5.8812891E7,0.0,6.2862888E7,4490206.285714285,1.5755768906586973E7,5.9188879E7,0.0,0,0,0,0,452,312,0.3116305242778451,0.2124753574621671,0.0,4080.0,437.7894736842106,771.2880121744664,594885.1977240399,0,2,1,14,36,0,0,0,0.0,449.6216216216216,400.72727272727275,521.3333333333334,0,0,0,7485,8,8978,7,2938,5,2606,65535,16388,12,20,2190211.0,2545442.990915334,3990111.0,390311.0,3.3108E7,3.635220547152211E7,5.8812891E7,7403109.0,NeedManualLabel
172.20.10.2-204.79.197.222-39147-443-6,172.20.10.2,39147,204.79.197.222,443,6,02/02/2026 12:24:21 PM,74103,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.484190923444395,37051.5,52398.73380626673,74103.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,40,13.494730307814798,26.989460615629596,0.0,0.0,0.0,0.0,0.0,2,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1022,16388,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
172.20.10.2-140.82.113.22-39458-443-6,172.20.10.2,39458,140.82.113.22,443,6,02/02/2026 12:24:05 PM,21099164,7,9,1870.0,5869.0,1360.0,0.0,267.1428571428571,508.76563975024504,4080.0,0.0,652.1111111111111,1357.7516750536936,366.7917837882108,0.7583238843017667,1406610.9333333333,5155575.555319621,2.0035489E7,0.0,1063675.0,177279.16666666666,194242.69431555632,386747.0,0.0,2.0764953E7,2595619.125,7048765.585893795,2.0035633E7,0.0,0,0,0,0,152,192,0.3317666993820229,0.42655718491974376,0.0,4080.0,455.23529411764713,1033.9458115280852,1069043.9411764706,1,2,0,7,15,0,0,0,1.0,483.6875,267.14285714285717,652.1111111111111,0,0,0,7715,8,10590,7,1870,9,5869,64240,70,3,20,1063675.0,0.0,1063675.0,1063675.0,2.0035489E7,0.0,2.0035489E7,2.0035489E7,NeedManualLabel
172.20.10.2-23.193.165.90-39463-443-6,172.20.10.2,39463,23.193.165.90,443,6,02/02/2026 12:24:13 PM,20333331,10,11,448.0,4325.0,197.0,0.0,44.8,69.62406991200034,2720.0,0.0,393.1818181818182,848.8598021089016,234.73773185514955,1.032787003762443,1016666.55,4483058.032280415,2.0062762E7,0.0,2.0332995E7,2259221.6666666665,6709623.860355139,2.0151432E7,150.0,2.0275038E7,2027503.7999999998,6337016.044850688,2.0062762E7,0.0,0,0,0,0,212,232,0.4918033351249729,0.5409836686374702,0.0,2720.0,216.95454545454544,614.6743216086236,377824.5216450217,1,2,0,10,20,0,0,0,1.0,227.28571428571428,44.8,393.1818181818182,0,0,0,4742,9,38638,10,448,11,4325,65535,509,4,20,270094.0,0.0,270094.0,270094.0,2.0062762E7,0.0,2.0062762E7,2.0062762E7,NeedManualLabel
172.20.10.2-23.193.165.90-39465-443-6,172.20.10.2,39465,23.193.165.90,443,6,02/02/2026 12:24:14 PM,20250988,9,12,448.0,4326.0,197.0,0.0,49.77777777777778,71.93534906041984,1360.0,0.0,360.5,576.0213853353331,235.74158455873857,1.0369864423404922,1012549.4,4470128.4981587725,2.0003728E7,0.0,158766.0,19845.75,24304.320584444005,57035.0,147.0,2.0194042E7,1835822.0,6025688.920824157,2.0003728E7,0.0,0,0,0,0,192,252,0.4444227610030681,0.5925636813374241,0.0,1360.0,217.0,449.18285596763167,201765.23809523814,1,2,0,10,20,0,0,0,1.0,227.33333333333334,49.77777777777778,360.5,0,0,0,4743,10,49936,9,448,12,4326,65535,509,4,20,247260.0,0.0,247260.0,247260.0,2.0003728E7,0.0,2.0003728E7,2.0003728E7,NeedManualLabel
